"","school","sex","age","address","famsize","Pstatus","Medu","Fedu","Mjob","Fjob","reason","guardian","traveltime","studytime","failures","schoolsup","famsup","paid","activities","nursery","higher","internet","romantic","famrel","freetime","goout","Dalc","Walc","health","absences","G1","G2","G3"
"358","GP","F",18,"U","GT3","T",3,2,"at_home","other","reputation","father",1,3,0,"0","1","0","0","1","1","1","1",4,3,4,1,2,2,5,14,17,17
"359","GP","F",18,"U","GT3","T",3,2,"other","services","other","mother",1,3,0,"0","0","0","0","1","1","1","1",5,4,3,2,3,1,4,14,16,17
"360","GP","F",18,"U","GT3","T",3,2,"other","services","other","mother",1,3,0,"0","0","0","0","1","1","1","1",5,4,3,2,3,1,7,13,13,14
"361","GP","F",18,"U","GT3","T",3,2,"services","other","home","mother",1,2,0,"0","1","0","1","0","1","1","1",3,1,2,1,2,1,4,10,13,13
"362","GP","F",18,"U","GT3","T",3,3,"at_home","other","course","father",1,2,0,"0","1","0","0","1","1","1","0",4,1,4,1,1,3,8,11,12,14
"363","GP","F",18,"U","GT3","T",3,3,"other","other","course","mother",2,1,1,"0","0","0","0","1","0","1","0",4,1,1,1,1,3,14,8,7,7
"364","GP","F",18,"U","GT3","T",3,3,"services","services","home","mother",1,2,0,"0","0","0","1","1","1","1","0",5,3,4,1,1,4,0,7,0,0
"365","GP","F",18,"U","GT3","T",3,3,"services","services","home","mother",1,2,0,"0","0","0","1","1","1","1","0",5,3,4,1,1,4,8,10,11,12
"366","GP","F",18,"U","GT3","T",3,4,"other","other","course","mother",1,1,0,"0","1","0","1","1","1","1","1",5,4,4,1,1,1,4,11,12,14
"367","GP","F",18,"U","GT3","T",4,3,"other","other","course","mother",1,3,0,"0","1","1","1","1","1","1","1",4,3,4,1,1,5,9,9,10,9
"368","GP","F",18,"U","GT3","T",4,3,"other","other","course","mother",1,3,0,"0","1","0","1","1","1","1","1",4,3,4,1,1,5,2,14,15,17
"369","GP","F",18,"U","GT3","T",4,3,"other","other","reputation","father",1,4,0,"0","1","1","0","1","1","1","0",4,3,3,1,1,3,0,14,13,14
"370","GP","F",18,"U","GT3","T",4,3,"other","other","reputation","father",1,4,0,"0","1","0","0","1","1","1","0",4,3,3,1,1,3,0,16,17,17
"371","GP","F",18,"U","GT3","T",4,3,"services","other","home","father",1,2,0,"0","1","1","0","1","1","1","1",3,1,2,1,3,2,21,17,18,18
"372","GP","F",18,"U","GT3","T",4,3,"services","other","home","father",1,2,0,"0","1","0","0","1","1","1","1",3,1,2,1,3,2,2,15,15,15
"373","GP","F",18,"U","GT3","T",4,4,"health","health","reputation","father",1,2,1,"1","1","0","1","1","1","1","1",2,4,4,1,1,4,2,14,12,13
"374","GP","F",18,"U","GT3","T",4,4,"health","health","reputation","father",1,2,1,"1","1","0","1","1","1","1","1",2,4,4,1,1,4,15,9,8,8
"375","GP","F",18,"U","GT3","T",4,4,"teacher","other","course","mother",1,2,0,"0","1","1","0","1","1","1","0",4,4,4,3,3,5,2,11,11,11
"376","GP","F",18,"U","GT3","T",4,4,"teacher","other","course","mother",1,2,0,"0","1","0","0","1","1","1","0",4,4,4,3,3,5,0,12,11,13
"377","GP","F",18,"U","LE3","A",2,1,"other","other","course","mother",1,2,0,"0","1","0","0","0","1","1","1",4,3,4,1,3,5,2,12,12,13
"378","GP","F",18,"U","LE3","A",2,2,"services","other","reputation","mother",2,2,0,"0","1","0","0","1","1","1","0",4,1,4,1,3,4,10,14,17,17
"379","GP","F",18,"U","LE3","A",2,4,"services","other","course","mother",2,2,1,"0","1","0","0","1","1","1","0",4,3,3,1,1,3,18,10,10,10
"380","GP","F",18,"U","LE3","A",4,4,"health","other","home","mother",1,2,0,"0","1","1","0","1","1","1","1",4,2,4,1,1,4,0,14,15,15
"381","GP","F",18,"U","LE3","A",4,4,"health","other","home","mother",1,2,0,"0","1","0","0","1","1","1","1",4,2,4,1,1,4,14,12,10,11
"382","GP","F",18,"U","LE3","T",1,1,"other","at_home","home","mother",1,3,0,"0","1","0","0","0","1","0","0",4,4,3,2,3,3,4,11,12,14
"383","GP","F",18,"U","LE3","T",1,1,"other","other","home","mother",2,2,0,"0","1","1","0","0","1","0","0",4,4,3,1,1,3,2,11,11,11
"384","GP","F",18,"U","LE3","T",1,1,"other","other","home","mother",2,2,0,"0","1","0","0","0","1","0","0",4,4,3,1,1,3,2,13,13,13
"385","GP","F",18,"U","LE3","T",2,1,"services","at_home","reputation","mother",1,2,1,"0","0","0","0","1","1","1","1",5,4,3,1,1,5,12,12,12,13
"386","GP","F",18,"U","LE3","T",2,2,"at_home","services","course","mother",1,2,1,"0","1","0","0","0","1","1","1",5,3,1,1,1,5,16,9,8,10
"387","GP","F",18,"U","LE3","T",2,2,"other","other","home","other",1,2,0,"0","0","0","1","0","1","1","1",4,3,3,1,1,2,0,8,8,0
"388","GP","F",18,"U","LE3","T",2,2,"other","other","home","other",1,2,0,"0","0","0","1","0","1","1","1",4,3,3,1,1,2,0,10,9,12
"389","GP","F",18,"U","LE3","T",3,3,"services","services","home","mother",1,4,0,"0","1","0","0","1","1","1","0",5,3,3,1,1,1,4,14,14,15
"390","GP","F",18,"U","LE3","T",3,3,"services","services","home","mother",1,4,0,"0","1","0","0","1","1","1","0",5,3,3,1,1,1,7,16,15,17
"391","GP","F",18,"U","LE3","T",4,2,"teacher","other","course","mother",1,2,0,"0","1","0","1","1","1","1","0",4,2,2,1,1,3,0,14,17,17
"392","GP","F",18,"U","LE3","T",4,3,"health","services","course","mother",2,1,0,"0","1","0","0","1","1","1","0",3,2,4,1,4,1,8,12,12,15
"393","GP","F",18,"U","LE3","T",4,3,"other","other","home","other",2,2,0,"0","1","1","0","1","1","1","1",4,4,5,1,2,2,10,10,8,8
"394","GP","F",18,"U","LE3","T",4,3,"other","other","home","other",2,2,0,"0","1","0","0","1","1","1","1",4,4,5,1,2,2,0,13,14,14
"395","GP","F",19,"R","GT3","A",3,1,"services","at_home","home","other",1,3,1,"0","0","1","0","1","1","0","0",5,4,3,1,2,5,12,14,13,13
"396","GP","F",19,"R","GT3","T",2,3,"other","other","reputation","other",1,3,1,"0","0","0","0","1","1","1","1",4,1,2,1,1,3,40,13,11,11
"397","GP","F",19,"R","GT3","T",3,2,"services","services","reputation","father",1,2,1,"1","1","0","0","1","0","1","0",3,3,3,4,3,3,0,9,8,10
"398","GP","F",19,"U","GT3","T",0,1,"at_home","other","course","other",1,2,2,"0","1","0","0","0","0","0","0",3,4,2,1,1,5,0,9,10,11
"399","GP","F",19,"U","GT3","T",0,1,"at_home","other","course","other",1,2,3,"0","1","0","0","0","0","0","0",3,4,2,1,1,5,2,7,8,9
"400","GP","F",19,"U","GT3","T",1,1,"at_home","health","home","other",1,3,2,"0","0","0","0","0","1","1","1",4,1,2,1,1,3,14,15,13,13
"401","GP","F",19,"U","GT3","T",1,1,"other","other","course","other",3,3,0,"0","0","0","1","1","0","0","1",1,5,5,4,3,5,12,10,10,11
"402","GP","F",19,"U","GT3","T",2,1,"at_home","other","other","other",3,2,0,"0","1","0","0","1","0","1","1",3,4,1,1,1,2,20,14,12,13
"403","GP","F",19,"U","GT3","T",2,1,"services","services","home","other",1,3,1,"0","0","1","1","1","1","1","1",4,3,4,1,3,3,4,11,12,11
"404","GP","F",19,"U","GT3","T",2,2,"services","services","home","mother",1,2,0,"0","1","0","0","1","1","1","0",4,3,3,1,1,5,0,10,10,11
"405","GP","F",19,"U","GT3","T",3,3,"other","other","reputation","other",1,4,0,"0","1","1","1","1","1","1","0",4,3,3,1,2,3,10,8,8,8
"406","GP","F",19,"U","GT3","T",3,3,"other","other","reputation","other",1,4,0,"0","1","0","1","1","1","1","0",4,3,3,1,2,3,4,12,12,12
"407","GP","F",19,"U","GT3","T",3,3,"other","services","home","other",1,2,0,"0","1","0","1","1","1","1","0",4,3,5,3,3,5,16,11,12,12
"408","GP","F",19,"U","GT3","T",3,3,"other","services","home","other",1,2,2,"0","1","1","1","1","1","1","0",4,3,5,3,3,5,15,9,9,9
"409","GP","F",19,"U","GT3","T",4,4,"health","other","reputation","other",2,2,0,"0","1","1","1","1","1","1","0",2,3,4,2,3,2,0,10,9,0
"410","GP","F",19,"U","GT3","T",4,4,"health","other","reputation","other",2,2,0,"0","1","0","1","1","1","1","0",2,3,4,2,3,2,2,14,13,13
"411","GP","F",19,"U","GT3","T",4,4,"teacher","other","home","other",1,1,1,"0","1","0","0","1","1","1","1",3,2,5,4,4,5,5,9,10,11
"412","GP","F",19,"U","LE3","A",1,1,"other","other","course","other",3,2,2,"0","1","0","0","0","1","1","1",5,3,4,1,1,4,2,8,8,9
"413","GP","F",19,"U","LE3","A",2,3,"at_home","other","home","other",2,1,1,"0","0","0","0","1","0","1","0",2,2,3,3,4,5,16,10,11,11
"414","GP","F",19,"U","LE3","T",1,1,"at_home","other","reputation","other",1,2,1,"1","1","0","1","0","1","1","0",4,4,3,1,3,3,18,12,10,10
"415","GP","F",19,"U","LE3","T",1,2,"services","services","home","other",1,2,1,"0","0","0","1","0","1","0","1",4,2,4,2,2,3,0,9,9,0
"416","GP","F",19,"U","LE3","T",3,2,"services","other","reputation","other",2,2,1,"0","1","1","0","0","1","1","1",4,2,2,1,2,1,22,13,10,11
"417","GP","F",20,"R","GT3","T",1,1,"other","other","reputation","other",2,3,0,"0","0","0","0","1","1","1","1",3,2,2,1,3,3,8,11,15,15
"418","GP","F",20,"R","GT3","T",2,1,"other","other","course","other",2,2,0,"0","1","1","1","1","0","1","1",1,2,3,1,2,2,8,10,12,12
"419","GP","F",20,"U","GT3","T",1,0,"other","other","reputation","mother",2,1,1,"1","0","0","0","1","1","1","1",5,3,1,1,1,5,5,8,10,10
"420","GP","F",21,"U","LE3","T",4,4,"other","other","reputation","other",1,3,2,"0","0","1","1","1","1","1","0",3,3,2,1,1,5,0,9,12,12
"421","GP","M",15,"R","GT3","T",2,1,"health","services","reputation","mother",1,2,0,"0","0","0","1","1","1","1","1",5,4,2,1,1,5,4,10,9,10
"422","GP","M",15,"R","GT3","T",2,1,"health","services","reputation","mother",1,2,0,"0","0","0","1","1","1","1","1",5,4,2,1,1,5,8,9,9,9
"423","GP","M",15,"R","GT3","T",2,3,"at_home","services","course","mother",1,2,0,"1","0","1","1","1","1","0","0",4,4,4,1,1,1,0,7,8,8
"424","GP","M",15,"R","GT3","T",2,3,"at_home","services","course","mother",1,2,0,"1","0","1","1","1","1","0","0",4,4,4,1,1,1,2,11,8,8
"425","GP","M",15,"R","GT3","T",3,2,"other","other","course","mother",2,2,2,"1","1","0","0","1","1","1","1",4,4,4,1,4,3,6,5,9,7
"426","GP","M",15,"R","GT3","T",3,4,"at_home","teacher","course","mother",4,2,0,"0","1","0","0","1","1","0","1",5,3,3,1,1,5,0,9,0,0
"427","GP","M",15,"R","GT3","T",3,4,"at_home","teacher","course","mother",4,2,0,"0","1","0","0","1","1","0","1",5,3,3,1,1,5,2,12,11,11
"428","GP","M",15,"R","GT3","T",4,3,"teacher","at_home","course","mother",1,2,0,"0","1","0","1","1","1","1","1",4,5,2,1,1,5,0,13,14,15
"429","GP","M",15,"R","GT3","T",4,3,"teacher","at_home","course","mother",1,2,0,"0","1","0","1","1","1","1","1",4,5,2,1,1,5,0,17,16,16
"430","GP","M",15,"R","GT3","T",4,4,"other","other","home","father",4,4,0,"0","1","1","1","1","1","1","1",1,3,5,3,5,1,6,10,13,13
"431","GP","M",15,"R","GT3","T",4,4,"other","other","home","father",4,4,0,"0","1","0","1","1","1","1","1",1,3,5,3,5,1,8,12,10,11
"432","GP","M",15,"U","GT3","A",2,2,"other","other","home","other",1,3,0,"0","1","0","0","1","1","1","1",4,5,2,1,1,3,0,14,14,15
"433","GP","M",15,"U","GT3","A",2,2,"other","other","home","other",1,3,0,"0","1","0","0","1","1","1","1",4,5,2,1,1,3,0,14,16,16
"434","GP","M",15,"U","GT3","A",3,4,"services","other","course","mother",1,2,0,"0","1","1","1","1","1","1","0",5,4,4,1,1,1,0,16,18,18
"435","GP","M",15,"U","GT3","A",3,4,"services","other","course","mother",1,2,0,"0","1","0","1","1","1","1","0",5,4,4,1,1,1,0,16,16,16
"436","GP","M",15,"U","GT3","A",4,4,"other","services","reputation","mother",1,4,0,"0","1","0","1","0","1","1","1",1,3,3,5,5,3,0,11,12,12
"437","GP","M",15,"U","GT3","A",4,4,"other","services","reputation","mother",1,4,0,"0","1","0","1","0","1","1","1",1,3,3,5,5,3,4,13,13,12
"438","GP","M",15,"U","GT3","T",2,2,"other","other","home","mother",1,1,0,"0","1","1","0","1","1","1","0",4,2,2,1,2,5,2,12,12,11
"439","GP","M",15,"U","GT3","T",2,2,"other","other","home","mother",1,1,0,"0","1","0","0","1","1","1","0",4,2,2,1,2,5,8,11,12,12
"440","GP","M",15,"U","GT3","T",2,2,"services","services","course","father",1,1,0,"1","1","0","0","1","1","1","0",5,4,1,1,1,1,0,8,8,11
"441","GP","M",15,"U","GT3","T",2,2,"services","services","course","father",1,1,0,"1","1","0","0","1","1","1","0",5,4,1,1,1,1,0,9,10,10
"442","GP","M",15,"U","GT3","T",2,2,"services","services","home","father",1,4,0,"0","1","1","1","1","1","1","0",5,5,4,1,2,5,6,16,14,15
"443","GP","M",15,"U","GT3","T",2,2,"services","services","home","father",1,4,0,"0","1","0","1","1","1","1","0",5,5,4,1,2,5,6,14,13,13
"444","GP","M",15,"U","GT3","T",2,3,"other","other","home","mother",1,3,0,"1","0","1","0","0","1","1","0",5,3,2,1,2,5,4,11,10,11
"445","GP","M",15,"U","GT3","T",2,3,"other","other","home","mother",1,3,0,"1","0","0","0","0","1","1","0",5,3,2,1,2,5,2,10,9,9
"446","GP","M",15,"U","GT3","T",2,3,"other","services","course","father",1,1,0,"1","1","1","1","0","1","1","1",3,2,2,1,3,3,2,10,12,12
"447","GP","M",15,"U","GT3","T",2,3,"other","services","course","father",1,1,0,"1","1","0","1","0","1","1","1",3,2,2,1,3,3,0,11,11,12
"448","GP","M",15,"U","GT3","T",3,4,"other","other","home","mother",1,2,0,"0","1","1","1","1","1","1","0",5,5,1,1,1,5,0,14,15,15
"449","GP","M",15,"U","GT3","T",3,4,"other","other","home","mother",1,2,0,"0","1","0","1","1","1","1","0",5,5,1,1,1,5,0,12,12,13
"450","GP","M",15,"U","GT3","T",3,4,"other","other","reputation","father",1,1,0,"0","0","0","0","1","1","1","0",3,4,3,1,2,4,2,14,13,14
"451","GP","M",15,"U","GT3","T",3,4,"other","other","reputation","father",1,1,0,"0","0","0","0","1","1","1","0",3,4,3,1,2,4,6,14,13,13
"452","GP","M",15,"U","GT3","T",3,4,"services","services","home","father",1,1,0,"1","0","0","0","1","1","1","0",5,5,5,3,2,5,0,13,13,12
"453","GP","M",15,"U","GT3","T",3,4,"services","services","home","father",1,1,0,"1","0","0","0","1","1","1","0",5,5,5,3,2,5,2,9,9,9
"454","GP","M",15,"U","GT3","T",4,0,"teacher","other","course","mother",2,4,0,"0","0","0","1","1","1","1","0",3,4,3,1,1,1,0,12,11,11
"455","GP","M",15,"U","GT3","T",4,0,"teacher","other","course","mother",2,4,0,"0","0","0","1","1","1","1","0",3,4,3,1,1,1,8,11,11,10
"456","GP","M",15,"U","GT3","T",4,2,"health","services","other","mother",1,1,0,"0","0","1","0","1","1","1","0",2,2,4,2,4,1,4,15,16,15
"457","GP","M",15,"U","GT3","T",4,2,"health","services","other","mother",1,1,0,"0","0","0","0","1","1","1","0",2,2,4,2,4,1,0,11,11,11
"458","GP","M",15,"U","GT3","T",4,2,"other","other","course","mother",1,4,0,"0","0","0","0","1","1","1","0",3,3,3,1,1,3,0,10,10,10
"459","GP","M",15,"U","GT3","T",4,2,"other","other","course","mother",1,4,0,"0","0","0","0","1","1","1","0",3,3,3,1,1,3,0,11,9,10
"460","GP","M",15,"U","GT3","T",4,2,"teacher","other","home","mother",1,2,0,"0","1","1","0","1","1","0","0",4,3,3,2,2,5,2,15,15,14
"461","GP","M",15,"U","GT3","T",4,2,"teacher","other","home","mother",1,2,0,"0","1","0","0","1","1","0","0",4,3,3,2,2,5,4,11,12,13
"462","GP","M",15,"U","GT3","T",4,3,"teacher","other","course","mother",2,2,0,"0","1","1","0","1","1","1","0",5,4,3,1,2,3,2,10,10,11
"463","GP","M",15,"U","GT3","T",4,3,"teacher","other","course","mother",2,2,0,"0","1","0","0","1","1","1","0",5,4,3,1,2,3,0,12,12,13
"464","GP","M",15,"U","GT3","T",4,3,"teacher","other","home","mother",1,2,0,"0","1","1","1","1","1","1","0",4,3,3,2,3,5,6,9,9,10
"465","GP","M",15,"U","GT3","T",4,3,"teacher","other","home","mother",1,2,0,"0","1","0","1","1","1","1","0",4,3,3,2,3,5,0,11,11,11
"466","GP","M",15,"U","GT3","T",4,3,"teacher","other","reputation","mother",1,2,0,"0","0","0","0","1","1","1","0",4,4,1,1,1,1,0,12,13,14
"467","GP","M",15,"U","GT3","T",4,3,"teacher","other","reputation","mother",1,2,0,"0","0","0","0","1","1","1","0",4,4,1,1,1,1,0,13,14,15
"468","GP","M",15,"U","GT3","T",4,3,"teacher","services","course","father",2,4,0,"1","1","0","0","1","1","1","0",2,2,2,1,1,3,0,7,9,0
"469","GP","M",15,"U","GT3","T",4,3,"teacher","services","course","father",2,4,0,"1","1","0","0","1","1","1","0",2,2,2,1,1,3,6,9,11,11
"470","GP","M",15,"U","GT3","T",4,4,"health","health","other","father",1,1,0,"0","1","1","0","1","1","1","0",5,4,2,1,1,5,0,11,12,12
"471","GP","M",15,"U","GT3","T",4,4,"health","health","other","father",1,1,0,"0","1","1","0","1","1","1","0",5,4,2,1,1,5,0,12,15,15
"472","GP","M",15,"U","GT3","T",4,4,"health","services","home","mother",1,2,0,"0","1","1","0","0","1","1","0",5,4,2,3,4,5,0,9,11,12
"473","GP","M",15,"U","GT3","T",4,4,"health","services","home","mother",1,2,0,"0","1","1","0","0","1","1","0",5,4,2,3,4,5,0,10,11,11
"474","GP","M",15,"U","GT3","T",4,4,"other","teacher","reputation","father",2,2,0,"0","1","0","1","1","1","0","0",4,4,3,1,1,2,2,11,13,14
"475","GP","M",15,"U","GT3","T",4,4,"other","teacher","reputation","father",2,2,0,"0","1","0","1","1","1","0","0",4,4,3,1,1,2,4,16,15,16
"476","GP","M",15,"U","GT3","T",4,4,"services","other","course","mother",1,1,0,"0","1","1","1","0","1","1","0",5,3,3,1,1,5,2,12,13,12
"477","GP","M",15,"U","GT3","T",4,4,"services","other","course","mother",1,1,0,"0","1","0","1","0","1","1","0",5,3,3,1,1,5,4,10,13,14
"478","GP","M",15,"U","GT3","T",4,4,"services","services","reputation","mother",2,2,0,"0","1","0","1","1","1","1","0",4,3,1,1,1,5,0,17,16,17
"479","GP","M",15,"U","GT3","T",4,4,"services","services","reputation","mother",2,2,0,"0","1","0","1","1","1","1","0",4,3,1,1,1,5,2,15,15,15
"480","GP","M",15,"U","GT3","T",4,4,"services","teacher","course","father",1,2,0,"0","1","0","1","1","1","1","0",4,3,3,1,1,5,0,14,15,15
"481","GP","M",15,"U","GT3","T",4,4,"services","teacher","course","father",1,2,0,"0","1","0","1","1","1","1","0",4,3,3,1,1,5,2,19,18,18
"482","GP","M",15,"U","GT3","T",4,4,"teacher","health","reputation","mother",1,2,0,"0","1","0","1","1","1","0","0",3,2,2,1,1,5,4,14,15,15
"483","GP","M",15,"U","GT3","T",4,4,"teacher","health","reputation","mother",1,2,0,"0","1","0","1","1","1","0","0",3,2,2,1,1,5,8,15,15,16
"484","GP","M",15,"U","LE3","A",2,1,"services","other","course","mother",4,1,0,"0","0","0","0","1","1","1","0",4,5,5,2,5,5,0,12,11,11
"485","GP","M",15,"U","LE3","A",2,1,"services","other","course","mother",4,1,3,"0","0","0","0","1","1","1","0",4,5,5,2,5,5,0,8,9,10
"486","GP","M",15,"U","LE3","A",3,2,"services","other","home","mother",1,2,0,"0","1","1","0","1","1","1","0",4,2,2,1,1,1,0,16,18,19
"487","GP","M",15,"U","LE3","A",3,2,"services","other","home","mother",1,2,0,"0","1","0","0","1","1","1","0",4,2,2,1,1,1,0,15,16,17
"488","GP","M",15,"U","LE3","A",4,2,"health","health","other","father",2,1,0,"0","0","0","0","1","1","0","0",5,5,5,3,4,5,4,10,9,9
"489","GP","M",15,"U","LE3","A",4,2,"health","health","other","father",2,1,1,"0","0","0","0","1","1","0","0",5,5,5,3,4,5,6,11,11,10
"490","GP","M",15,"U","LE3","A",4,4,"teacher","teacher","course","mother",1,1,0,"0","0","0","1","1","1","1","0",5,5,3,1,1,4,4,13,14,14
"491","GP","M",15,"U","LE3","A",4,4,"teacher","teacher","course","mother",1,1,0,"0","0","0","1","1","1","1","0",5,5,3,1,1,4,6,18,19,19
"492","GP","M",15,"U","LE3","T",1,2,"other","at_home","home","father",1,2,0,"1","1","0","1","1","1","1","0",4,3,2,1,1,5,0,14,13,14
"493","GP","M",15,"U","LE3","T",1,2,"other","at_home","home","father",1,2,0,"1","1","0","1","1","1","1","0",4,3,2,1,1,5,2,9,10,9
"494","GP","M",15,"U","LE3","T",1,2,"other","other","course","mother",2,1,0,"0","0","0","1","1","1","0","0",4,4,4,2,4,5,2,8,9,10
"495","GP","M",15,"U","LE3","T",2,2,"services","health","reputation","mother",1,4,0,"0","1","0","1","1","1","1","0",4,3,4,1,1,4,2,11,12,12
"496","GP","M",15,"U","LE3","T",2,2,"services","health","reputation","mother",1,4,0,"0","1","0","1","1","1","1","0",4,3,4,1,1,4,6,11,13,14
"497","GP","M",15,"U","LE3","T",2,2,"services","services","home","mother",2,2,0,"0","0","1","1","1","1","1","0",5,3,3,1,3,4,2,13,12,13
"498","GP","M",15,"U","LE3","T",2,2,"services","services","home","mother",2,2,0,"0","0","1","1","1","1","1","0",5,3,3,1,3,4,4,15,15,15
"499","GP","M",15,"U","LE3","T",3,3,"other","other","course","mother",1,2,0,"0","0","0","1","0","1","1","0",5,3,2,1,1,2,0,8,10,12
"500","GP","M",15,"U","LE3","T",3,3,"other","other","course","mother",1,2,0,"0","0","0","1","0","1","1","0",5,3,2,1,1,2,0,13,12,12
"501","GP","M",15,"U","LE3","T",4,2,"teacher","other","course","mother",1,1,0,"0","0","0","0","1","1","1","0",3,5,2,1,1,3,10,18,17,18
"502","GP","M",15,"U","LE3","T",4,2,"teacher","other","course","mother",1,1,0,"0","0","0","0","1","1","1","0",3,5,2,1,1,3,10,18,19,19
"503","GP","M",15,"U","LE3","T",4,3,"teacher","services","home","mother",1,3,0,"0","1","0","1","1","1","1","0",5,4,3,1,1,4,0,14,14,14
"504","GP","M",15,"U","LE3","T",4,3,"teacher","services","home","mother",1,3,0,"0","1","0","1","1","1","1","0",5,4,3,1,1,4,2,15,16,18
"505","GP","M",15,"U","LE3","T",4,4,"health","services","course","father",1,1,0,"0","1","1","1","1","1","1","0",4,3,3,1,3,5,2,14,14,14
"506","GP","M",15,"U","LE3","T",4,4,"health","services","course","father",1,1,0,"0","1","0","1","1","1","1","0",4,3,3,1,3,5,0,12,13,12
"507","GP","M",15,"U","LE3","T",4,4,"teacher","other","home","other",1,1,0,"0","1","0","0","0","1","1","1",5,4,3,2,4,5,8,10,11,11
"508","GP","M",15,"U","LE3","T",4,4,"teacher","other","home","other",1,1,0,"0","1","0","0","0","1","1","1",5,4,3,2,4,5,8,12,12,12
"509","GP","M",16,"R","GT3","A",4,4,"other","teacher","reputation","mother",2,3,0,"0","1","0","1","1","1","1","1",2,4,3,1,1,5,4,13,13,13
"510","GP","M",16,"R","GT3","A",4,4,"other","teacher","reputation","mother",2,3,0,"0","1","0","1","1","1","1","1",2,4,3,1,1,5,7,15,16,15
"511","GP","M",16,"R","GT3","T",2,1,"other","other","course","mother",2,1,0,"0","0","0","1","0","1","0","0",3,3,2,1,3,3,0,8,9,8
"512","GP","M",16,"R","GT3","T",2,1,"other","other","course","mother",2,1,0,"0","0","0","1","0","1","0","0",3,3,2,1,3,3,2,14,13,12
"513","GP","M",16,"R","GT3","T",2,2,"at_home","other","course","mother",3,1,0,"0","0","0","0","0","1","0","0",4,2,2,1,2,3,2,17,15,15
"514","GP","M",16,"R","GT3","T",2,2,"at_home","other","course","mother",3,1,0,"0","0","0","0","0","1","0","0",4,2,2,1,2,3,4,12,10,11
"515","GP","M",16,"R","GT3","T",3,3,"services","services","reputation","mother",1,1,0,"0","1","0","1","1","1","1","0",4,3,2,3,4,5,0,11,10,10
"516","GP","M",16,"R","GT3","T",3,3,"services","services","reputation","mother",1,1,0,"0","1","0","1","1","1","1","0",4,3,2,3,4,5,8,8,9,10
"517","GP","M",16,"R","GT3","T",4,2,"teacher","services","other","mother",1,1,0,"0","1","0","1","1","1","1","1",4,3,3,3,4,3,8,10,9,11
"518","GP","M",16,"R","GT3","T",4,2,"teacher","services","other","mother",1,1,0,"0","1","0","1","1","1","1","1",4,3,3,3,4,3,10,10,8,9
"519","GP","M",16,"R","GT3","T",4,3,"services","other","reputation","mother",2,1,0,"1","1","1","1","0","1","1","0",3,3,3,1,1,4,6,9,11,11
"520","GP","M",16,"R","GT3","T",4,3,"services","other","reputation","mother",2,1,0,"1","1","0","1","0","1","1","0",3,3,3,1,1,4,2,11,15,15
"521","GP","M",16,"R","GT3","T",4,4,"teacher","teacher","course","mother",1,1,0,"0","0","1","1","1","1","1","0",3,5,5,2,5,4,8,18,18,18
"522","GP","M",16,"R","GT3","T",4,4,"teacher","teacher","course","mother",1,1,0,"0","0","0","1","1","1","1","0",3,5,5,2,5,4,8,14,14,15
"523","GP","M",16,"R","LE3","T",3,3,"teacher","other","home","father",3,1,0,"0","1","1","1","1","1","1","0",3,3,4,3,5,3,8,9,9,10
"524","GP","M",16,"R","LE3","T",3,3,"teacher","other","home","father",3,1,0,"0","1","0","1","1","1","1","0",3,3,4,3,5,3,16,10,11,12
"525","GP","M",16,"U","GT3","T",0,2,"other","other","other","mother",1,1,0,"0","0","1","0","0","1","1","0",4,3,2,2,4,5,0,13,15,15
"526","GP","M",16,"U","GT3","T",0,2,"other","other","other","mother",1,1,0,"0","0","0","0","0","1","1","0",4,3,2,2,4,5,0,11,12,11
"527","GP","M",16,"U","GT3","T",1,0,"other","other","reputation","mother",2,2,0,"0","1","1","1","1","1","1","1",4,3,2,1,1,3,2,13,15,16
"528","GP","M",16,"U","GT3","T",1,0,"other","other","reputation","mother",2,2,0,"0","1","0","1","1","1","1","1",4,3,2,1,1,3,0,16,17,18
"529","GP","M",16,"U","GT3","T",1,2,"services","services","other","mother",1,1,0,"0","1","1","1","1","1","1","1",3,3,3,1,2,3,2,11,12,11
"530","GP","M",16,"U","GT3","T",1,2,"services","services","other","mother",1,1,0,"0","1","0","1","1","1","1","1",3,3,3,1,2,3,0,10,9,11
"531","GP","M",16,"U","GT3","T",1,3,"at_home","services","course","father",1,1,1,"0","0","0","0","1","0","1","0",5,3,3,1,4,2,2,9,8,8
"532","GP","M",16,"U","GT3","T",2,1,"at_home","other","course","mother",4,1,0,"0","0","0","0","1","1","0","0",3,2,1,1,1,2,4,9,9,11
"533","GP","M",16,"U","GT3","T",2,1,"other","other","course","mother",3,1,0,"0","0","0","0","1","1","1","0",4,3,3,1,1,4,6,18,18,18
"534","GP","M",16,"U","GT3","T",2,1,"other","other","course","mother",3,1,0,"0","0","0","0","1","1","1","0",4,3,3,1,1,4,7,15,16,16
"535","GP","M",16,"U","GT3","T",2,2,"other","other","course","father",1,2,0,"0","0","0","0","1","0","1","0",4,3,5,2,4,4,0,9,10,11
"536","GP","M",16,"U","GT3","T",2,2,"other","other","course","father",1,2,0,"0","0","0","0","1","0","1","0",4,3,5,2,4,4,4,10,10,10
"537","GP","M",16,"U","GT3","T",2,2,"services","other","reputation","father",2,2,0,"0","0","0","1","0","1","1","0",4,4,2,1,1,3,6,12,10,11
