"","school","sex","age","address","famsize","Pstatus","Medu","Fedu","Mjob","Fjob","reason","guardian","traveltime","studytime","failures","schoolsup","famsup","paid","activities","nursery","higher","internet","romantic","famrel","freetime","goout","Dalc","Walc","health","absences","G1","G2","G3","id"
"348","GP","F",18,"U","GT3","T",2,2,"at_home","at_home","other","mother",1,3,0,"0","1","0","0","1","1","1","0",4,3,3,1,2,2,0,18,18,18,348
"349","GP","F",18,"U","GT3","T",2,2,"at_home","other","course","mother",4,2,0,"0","0","0","1","1","1","0","1",4,2,5,1,1,2,2,10,9,10,349
"350","GP","F",18,"U","GT3","T",2,2,"at_home","services","home","mother",1,3,0,"0","1","1","1","1","1","1","1",4,3,3,1,1,3,0,9,10,0,350
"351","GP","F",18,"U","GT3","T",2,2,"at_home","services","home","mother",1,3,0,"0","1","0","1","1","1","1","1",4,3,3,1,1,3,0,11,12,13,351
"352","GP","F",18,"U","GT3","T",2,2,"other","other","course","mother",1,1,0,"0","1","0","1","1","1","1","1",4,3,5,2,4,5,2,10,10,10,352
"353","GP","F",18,"U","GT3","T",2,3,"at_home","other","course","mother",1,3,0,"0","1","0","0","1","1","1","0",4,3,3,1,2,3,0,11,12,14,353
"354","GP","F",18,"U","GT3","T",2,3,"at_home","other","course","mother",1,3,0,"0","1","0","0","1","1","1","0",4,3,3,1,2,3,4,11,10,10,354
"355","GP","F",18,"U","GT3","T",2,3,"other","services","reputation","father",1,4,0,"0","1","1","1","1","1","1","1",4,5,5,1,3,2,4,15,14,14,355
"356","GP","F",18,"U","GT3","T",2,3,"other","services","reputation","father",1,4,0,"0","1","0","1","1","1","1","1",4,5,5,1,3,2,10,16,16,16,356
"357","GP","F",18,"U","GT3","T",2,4,"services","at_home","reputation","other",1,2,1,"0","1","1","1","1","1","1","0",4,4,3,1,1,3,8,14,12,12,357
"358","GP","F",18,"U","GT3","T",3,2,"at_home","other","reputation","father",1,3,0,"0","1","0","0","1","1","1","1",4,3,4,1,2,2,5,14,17,17,358
"359","GP","F",18,"U","GT3","T",3,2,"other","services","other","mother",1,3,0,"0","0","0","0","1","1","1","1",5,4,3,2,3,1,4,14,16,17,359
"360","GP","F",18,"U","GT3","T",3,2,"other","services","other","mother",1,3,0,"0","0","0","0","1","1","1","1",5,4,3,2,3,1,7,13,13,14,360
"361","GP","F",18,"U","GT3","T",3,2,"services","other","home","mother",1,2,0,"0","1","0","1","0","1","1","1",3,1,2,1,2,1,4,10,13,13,361
"362","GP","F",18,"U","GT3","T",3,3,"at_home","other","course","father",1,2,0,"0","1","0","0","1","1","1","0",4,1,4,1,1,3,8,11,12,14,362
"363","GP","F",18,"U","GT3","T",3,3,"other","other","course","mother",2,1,1,"0","0","0","0","1","0","1","0",4,1,1,1,1,3,14,8,7,7,363
"364","GP","F",18,"U","GT3","T",3,3,"services","services","home","mother",1,2,0,"0","0","0","1","1","1","1","0",5,3,4,1,1,4,0,7,0,0,364
"365","GP","F",18,"U","GT3","T",3,3,"services","services","home","mother",1,2,0,"0","0","0","1","1","1","1","0",5,3,4,1,1,4,8,10,11,12,365
"366","GP","F",18,"U","GT3","T",3,4,"other","other","course","mother",1,1,0,"0","1","0","1","1","1","1","1",5,4,4,1,1,1,4,11,12,14,366
"367","GP","F",18,"U","GT3","T",4,3,"other","other","course","mother",1,3,0,"0","1","1","1","1","1","1","1",4,3,4,1,1,5,9,9,10,9,367
"368","GP","F",18,"U","GT3","T",4,3,"other","other","course","mother",1,3,0,"0","1","0","1","1","1","1","1",4,3,4,1,1,5,2,14,15,17,368
"369","GP","F",18,"U","GT3","T",4,3,"other","other","reputation","father",1,4,0,"0","1","1","0","1","1","1","0",4,3,3,1,1,3,0,14,13,14,369
"370","GP","F",18,"U","GT3","T",4,3,"other","other","reputation","father",1,4,0,"0","1","0","0","1","1","1","0",4,3,3,1,1,3,0,16,17,17,370
"371","GP","F",18,"U","GT3","T",4,3,"services","other","home","father",1,2,0,"0","1","1","0","1","1","1","1",3,1,2,1,3,2,21,17,18,18,371
"372","GP","F",18,"U","GT3","T",4,3,"services","other","home","father",1,2,0,"0","1","0","0","1","1","1","1",3,1,2,1,3,2,2,15,15,15,372
"373","GP","F",18,"U","GT3","T",4,4,"health","health","reputation","father",1,2,1,"1","1","0","1","1","1","1","1",2,4,4,1,1,4,2,14,12,13,373
"374","GP","F",18,"U","GT3","T",4,4,"health","health","reputation","father",1,2,1,"1","1","0","1","1","1","1","1",2,4,4,1,1,4,15,9,8,8,374
"375","GP","F",18,"U","GT3","T",4,4,"teacher","other","course","mother",1,2,0,"0","1","1","0","1","1","1","0",4,4,4,3,3,5,2,11,11,11,375
"376","GP","F",18,"U","GT3","T",4,4,"teacher","other","course","mother",1,2,0,"0","1","0","0","1","1","1","0",4,4,4,3,3,5,0,12,11,13,376
"377","GP","F",18,"U","LE3","A",2,1,"other","other","course","mother",1,2,0,"0","1","0","0","0","1","1","1",4,3,4,1,3,5,2,12,12,13,377
"378","GP","F",18,"U","LE3","A",2,2,"services","other","reputation","mother",2,2,0,"0","1","0","0","1","1","1","0",4,1,4,1,3,4,10,14,17,17,378
"379","GP","F",18,"U","LE3","A",2,4,"services","other","course","mother",2,2,1,"0","1","0","0","1","1","1","0",4,3,3,1,1,3,18,10,10,10,379
"380","GP","F",18,"U","LE3","A",4,4,"health","other","home","mother",1,2,0,"0","1","1","0","1","1","1","1",4,2,4,1,1,4,0,14,15,15,380
"381","GP","F",18,"U","LE3","A",4,4,"health","other","home","mother",1,2,0,"0","1","0","0","1","1","1","1",4,2,4,1,1,4,14,12,10,11,381
"382","GP","F",18,"U","LE3","T",1,1,"other","at_home","home","mother",1,3,0,"0","1","0","0","0","1","0","0",4,4,3,2,3,3,4,11,12,14,382
"383","GP","F",18,"U","LE3","T",1,1,"other","other","home","mother",2,2,0,"0","1","1","0","0","1","0","0",4,4,3,1,1,3,2,11,11,11,383
"384","GP","F",18,"U","LE3","T",1,1,"other","other","home","mother",2,2,0,"0","1","0","0","0","1","0","0",4,4,3,1,1,3,2,13,13,13,384
"385","GP","F",18,"U","LE3","T",2,1,"services","at_home","reputation","mother",1,2,1,"0","0","0","0","1","1","1","1",5,4,3,1,1,5,12,12,12,13,385
"386","GP","F",18,"U","LE3","T",2,2,"at_home","services","course","mother",1,2,1,"0","1","0","0","0","1","1","1",5,3,1,1,1,5,16,9,8,10,386
"387","GP","F",18,"U","LE3","T",2,2,"other","other","home","other",1,2,0,"0","0","0","1","0","1","1","1",4,3,3,1,1,2,0,8,8,0,387
"388","GP","F",18,"U","LE3","T",2,2,"other","other","home","other",1,2,0,"0","0","0","1","0","1","1","1",4,3,3,1,1,2,0,10,9,12,388
"389","GP","F",18,"U","LE3","T",3,3,"services","services","home","mother",1,4,0,"0","1","0","0","1","1","1","0",5,3,3,1,1,1,4,14,14,15,389
"390","GP","F",18,"U","LE3","T",3,3,"services","services","home","mother",1,4,0,"0","1","0","0","1","1","1","0",5,3,3,1,1,1,7,16,15,17,390
"391","GP","F",18,"U","LE3","T",4,2,"teacher","other","course","mother",1,2,0,"0","1","0","1","1","1","1","0",4,2,2,1,1,3,0,14,17,17,391
"392","GP","F",18,"U","LE3","T",4,3,"health","services","course","mother",2,1,0,"0","1","0","0","1","1","1","0",3,2,4,1,4,1,8,12,12,15,392
"393","GP","F",18,"U","LE3","T",4,3,"other","other","home","other",2,2,0,"0","1","1","0","1","1","1","1",4,4,5,1,2,2,10,10,8,8,393
"394","GP","F",18,"U","LE3","T",4,3,"other","other","home","other",2,2,0,"0","1","0","0","1","1","1","1",4,4,5,1,2,2,0,13,14,14,394
"395","GP","F",19,"R","GT3","A",3,1,"services","at_home","home","other",1,3,1,"0","0","1","0","1","1","0","0",5,4,3,1,2,5,12,14,13,13,395
"396","GP","F",19,"R","GT3","T",2,3,"other","other","reputation","other",1,3,1,"0","0","0","0","1","1","1","1",4,1,2,1,1,3,40,13,11,11,396
"397","GP","F",19,"R","GT3","T",3,2,"services","services","reputation","father",1,2,1,"1","1","0","0","1","0","1","0",3,3,3,4,3,3,0,9,8,10,397
"398","GP","F",19,"U","GT3","T",0,1,"at_home","other","course","other",1,2,2,"0","1","0","0","0","0","0","0",3,4,2,1,1,5,0,9,10,11,398
"399","GP","F",19,"U","GT3","T",0,1,"at_home","other","course","other",1,2,3,"0","1","0","0","0","0","0","0",3,4,2,1,1,5,2,7,8,9,399
"400","GP","F",19,"U","GT3","T",1,1,"at_home","health","home","other",1,3,2,"0","0","0","0","0","1","1","1",4,1,2,1,1,3,14,15,13,13,400
"401","GP","F",19,"U","GT3","T",1,1,"other","other","course","other",3,3,0,"0","0","0","1","1","0","0","1",1,5,5,4,3,5,12,10,10,11,401
"402","GP","F",19,"U","GT3","T",2,1,"at_home","other","other","other",3,2,0,"0","1","0","0","1","0","1","1",3,4,1,1,1,2,20,14,12,13,402
"403","GP","F",19,"U","GT3","T",2,1,"services","services","home","other",1,3,1,"0","0","1","1","1","1","1","1",4,3,4,1,3,3,4,11,12,11,403
"404","GP","F",19,"U","GT3","T",2,2,"services","services","home","mother",1,2,0,"0","1","0","0","1","1","1","0",4,3,3,1,1,5,0,10,10,11,404
"405","GP","F",19,"U","GT3","T",3,3,"other","other","reputation","other",1,4,0,"0","1","1","1","1","1","1","0",4,3,3,1,2,3,10,8,8,8,405
"406","GP","F",19,"U","GT3","T",3,3,"other","other","reputation","other",1,4,0,"0","1","0","1","1","1","1","0",4,3,3,1,2,3,4,12,12,12,406
"407","GP","F",19,"U","GT3","T",3,3,"other","services","home","other",1,2,0,"0","1","0","1","1","1","1","0",4,3,5,3,3,5,16,11,12,12,407
"408","GP","F",19,"U","GT3","T",3,3,"other","services","home","other",1,2,2,"0","1","1","1","1","1","1","0",4,3,5,3,3,5,15,9,9,9,408
"409","GP","F",19,"U","GT3","T",4,4,"health","other","reputation","other",2,2,0,"0","1","1","1","1","1","1","0",2,3,4,2,3,2,0,10,9,0,409
"410","GP","F",19,"U","GT3","T",4,4,"health","other","reputation","other",2,2,0,"0","1","0","1","1","1","1","0",2,3,4,2,3,2,2,14,13,13,410
"411","GP","F",19,"U","GT3","T",4,4,"teacher","other","home","other",1,1,1,"0","1","0","0","1","1","1","1",3,2,5,4,4,5,5,9,10,11,411
"412","GP","F",19,"U","LE3","A",1,1,"other","other","course","other",3,2,2,"0","1","0","0","0","1","1","1",5,3,4,1,1,4,2,8,8,9,412
"413","GP","F",19,"U","LE3","A",2,3,"at_home","other","home","other",2,1,1,"0","0","0","0","1","0","1","0",2,2,3,3,4,5,16,10,11,11,413
"414","GP","F",19,"U","LE3","T",1,1,"at_home","other","reputation","other",1,2,1,"1","1","0","1","0","1","1","0",4,4,3,1,3,3,18,12,10,10,414
"415","GP","F",19,"U","LE3","T",1,2,"services","services","home","other",1,2,1,"0","0","0","1","0","1","0","1",4,2,4,2,2,3,0,9,9,0,415
"416","GP","F",19,"U","LE3","T",3,2,"services","other","reputation","other",2,2,1,"0","1","1","0","0","1","1","1",4,2,2,1,2,1,22,13,10,11,416
"417","GP","F",20,"R","GT3","T",1,1,"other","other","reputation","other",2,3,0,"0","0","0","0","1","1","1","1",3,2,2,1,3,3,8,11,15,15,417
"418","GP","F",20,"R","GT3","T",2,1,"other","other","course","other",2,2,0,"0","1","1","1","1","0","1","1",1,2,3,1,2,2,8,10,12,12,418
"419","GP","F",20,"U","GT3","T",1,0,"other","other","reputation","mother",2,1,1,"1","0","0","0","1","1","1","1",5,3,1,1,1,5,5,8,10,10,419
"420","GP","F",21,"U","LE3","T",4,4,"other","other","reputation","other",1,3,2,"0","0","1","1","1","1","1","0",3,3,2,1,1,5,0,9,12,12,420
"421","GP","M",15,"R","GT3","T",2,1,"health","services","reputation","mother",1,2,0,"0","0","0","1","1","1","1","1",5,4,2,1,1,5,4,10,9,10,421
"422","GP","M",15,"R","GT3","T",2,1,"health","services","reputation","mother",1,2,0,"0","0","0","1","1","1","1","1",5,4,2,1,1,5,8,9,9,9,422
"423","GP","M",15,"R","GT3","T",2,3,"at_home","services","course","mother",1,2,0,"1","0","1","1","1","1","0","0",4,4,4,1,1,1,0,7,8,8,423
"424","GP","M",15,"R","GT3","T",2,3,"at_home","services","course","mother",1,2,0,"1","0","1","1","1","1","0","0",4,4,4,1,1,1,2,11,8,8,424
"425","GP","M",15,"R","GT3","T",3,2,"other","other","course","mother",2,2,2,"1","1","0","0","1","1","1","1",4,4,4,1,4,3,6,5,9,7,425
"426","GP","M",15,"R","GT3","T",3,4,"at_home","teacher","course","mother",4,2,0,"0","1","0","0","1","1","0","1",5,3,3,1,1,5,0,9,0,0,426
"427","GP","M",15,"R","GT3","T",3,4,"at_home","teacher","course","mother",4,2,0,"0","1","0","0","1","1","0","1",5,3,3,1,1,5,2,12,11,11,427
"428","GP","M",15,"R","GT3","T",4,3,"teacher","at_home","course","mother",1,2,0,"0","1","0","1","1","1","1","1",4,5,2,1,1,5,0,13,14,15,428
"429","GP","M",15,"R","GT3","T",4,3,"teacher","at_home","course","mother",1,2,0,"0","1","0","1","1","1","1","1",4,5,2,1,1,5,0,17,16,16,429
"430","GP","M",15,"R","GT3","T",4,4,"other","other","home","father",4,4,0,"0","1","1","1","1","1","1","1",1,3,5,3,5,1,6,10,13,13,430
"431","GP","M",15,"R","GT3","T",4,4,"other","other","home","father",4,4,0,"0","1","0","1","1","1","1","1",1,3,5,3,5,1,8,12,10,11,431
"432","GP","M",15,"U","GT3","A",2,2,"other","other","home","other",1,3,0,"0","1","0","0","1","1","1","1",4,5,2,1,1,3,0,14,14,15,432
"433","GP","M",15,"U","GT3","A",2,2,"other","other","home","other",1,3,0,"0","1","0","0","1","1","1","1",4,5,2,1,1,3,0,14,16,16,433
"434","GP","M",15,"U","GT3","A",3,4,"services","other","course","mother",1,2,0,"0","1","1","1","1","1","1","0",5,4,4,1,1,1,0,16,18,18,434
"435","GP","M",15,"U","GT3","A",3,4,"services","other","course","mother",1,2,0,"0","1","0","1","1","1","1","0",5,4,4,1,1,1,0,16,16,16,435
"436","GP","M",15,"U","GT3","A",4,4,"other","services","reputation","mother",1,4,0,"0","1","0","1","0","1","1","1",1,3,3,5,5,3,0,11,12,12,436
"437","GP","M",15,"U","GT3","A",4,4,"other","services","reputation","mother",1,4,0,"0","1","0","1","0","1","1","1",1,3,3,5,5,3,4,13,13,12,437
"438","GP","M",15,"U","GT3","T",2,2,"other","other","home","mother",1,1,0,"0","1","1","0","1","1","1","0",4,2,2,1,2,5,2,12,12,11,438
"439","GP","M",15,"U","GT3","T",2,2,"other","other","home","mother",1,1,0,"0","1","0","0","1","1","1","0",4,2,2,1,2,5,8,11,12,12,439
"440","GP","M",15,"U","GT3","T",2,2,"services","services","course","father",1,1,0,"1","1","0","0","1","1","1","0",5,4,1,1,1,1,0,8,8,11,440
"441","GP","M",15,"U","GT3","T",2,2,"services","services","course","father",1,1,0,"1","1","0","0","1","1","1","0",5,4,1,1,1,1,0,9,10,10,441
"442","GP","M",15,"U","GT3","T",2,2,"services","services","home","father",1,4,0,"0","1","1","1","1","1","1","0",5,5,4,1,2,5,6,16,14,15,442
"443","GP","M",15,"U","GT3","T",2,2,"services","services","home","father",1,4,0,"0","1","0","1","1","1","1","0",5,5,4,1,2,5,6,14,13,13,443
"444","GP","M",15,"U","GT3","T",2,3,"other","other","home","mother",1,3,0,"1","0","1","0","0","1","1","0",5,3,2,1,2,5,4,11,10,11,444
"445","GP","M",15,"U","GT3","T",2,3,"other","other","home","mother",1,3,0,"1","0","0","0","0","1","1","0",5,3,2,1,2,5,2,10,9,9,445
"446","GP","M",15,"U","GT3","T",2,3,"other","services","course","father",1,1,0,"1","1","1","1","0","1","1","1",3,2,2,1,3,3,2,10,12,12,446
"447","GP","M",15,"U","GT3","T",2,3,"other","services","course","father",1,1,0,"1","1","0","1","0","1","1","1",3,2,2,1,3,3,0,11,11,12,447
"448","GP","M",15,"U","GT3","T",3,4,"other","other","home","mother",1,2,0,"0","1","1","1","1","1","1","0",5,5,1,1,1,5,0,14,15,15,448
"449","GP","M",15,"U","GT3","T",3,4,"other","other","home","mother",1,2,0,"0","1","0","1","1","1","1","0",5,5,1,1,1,5,0,12,12,13,449
"450","GP","M",15,"U","GT3","T",3,4,"other","other","reputation","father",1,1,0,"0","0","0","0","1","1","1","0",3,4,3,1,2,4,2,14,13,14,450
"451","GP","M",15,"U","GT3","T",3,4,"other","other","reputation","father",1,1,0,"0","0","0","0","1","1","1","0",3,4,3,1,2,4,6,14,13,13,451
"452","GP","M",15,"U","GT3","T",3,4,"services","services","home","father",1,1,0,"1","0","0","0","1","1","1","0",5,5,5,3,2,5,0,13,13,12,452
"453","GP","M",15,"U","GT3","T",3,4,"services","services","home","father",1,1,0,"1","0","0","0","1","1","1","0",5,5,5,3,2,5,2,9,9,9,453
"454","GP","M",15,"U","GT3","T",4,0,"teacher","other","course","mother",2,4,0,"0","0","0","1","1","1","1","0",3,4,3,1,1,1,0,12,11,11,454
"455","GP","M",15,"U","GT3","T",4,0,"teacher","other","course","mother",2,4,0,"0","0","0","1","1","1","1","0",3,4,3,1,1,1,8,11,11,10,455
"456","GP","M",15,"U","GT3","T",4,2,"health","services","other","mother",1,1,0,"0","0","1","0","1","1","1","0",2,2,4,2,4,1,4,15,16,15,456
"457","GP","M",15,"U","GT3","T",4,2,"health","services","other","mother",1,1,0,"0","0","0","0","1","1","1","0",2,2,4,2,4,1,0,11,11,11,457
"458","GP","M",15,"U","GT3","T",4,2,"other","other","course","mother",1,4,0,"0","0","0","0","1","1","1","0",3,3,3,1,1,3,0,10,10,10,458
"459","GP","M",15,"U","GT3","T",4,2,"other","other","course","mother",1,4,0,"0","0","0","0","1","1","1","0",3,3,3,1,1,3,0,11,9,10,459
"460","GP","M",15,"U","GT3","T",4,2,"teacher","other","home","mother",1,2,0,"0","1","1","0","1","1","0","0",4,3,3,2,2,5,2,15,15,14,460
"461","GP","M",15,"U","GT3","T",4,2,"teacher","other","home","mother",1,2,0,"0","1","0","0","1","1","0","0",4,3,3,2,2,5,4,11,12,13,461
"462","GP","M",15,"U","GT3","T",4,3,"teacher","other","course","mother",2,2,0,"0","1","1","0","1","1","1","0",5,4,3,1,2,3,2,10,10,11,462
"463","GP","M",15,"U","GT3","T",4,3,"teacher","other","course","mother",2,2,0,"0","1","0","0","1","1","1","0",5,4,3,1,2,3,0,12,12,13,463
"464","GP","M",15,"U","GT3","T",4,3,"teacher","other","home","mother",1,2,0,"0","1","1","1","1","1","1","0",4,3,3,2,3,5,6,9,9,10,464
"465","GP","M",15,"U","GT3","T",4,3,"teacher","other","home","mother",1,2,0,"0","1","0","1","1","1","1","0",4,3,3,2,3,5,0,11,11,11,465
"466","GP","M",15,"U","GT3","T",4,3,"teacher","other","reputation","mother",1,2,0,"0","0","0","0","1","1","1","0",4,4,1,1,1,1,0,12,13,14,466
"467","GP","M",15,"U","GT3","T",4,3,"teacher","other","reputation","mother",1,2,0,"0","0","0","0","1","1","1","0",4,4,1,1,1,1,0,13,14,15,467
"468","GP","M",15,"U","GT3","T",4,3,"teacher","services","course","father",2,4,0,"1","1","0","0","1","1","1","0",2,2,2,1,1,3,0,7,9,0,468
"469","GP","M",15,"U","GT3","T",4,3,"teacher","services","course","father",2,4,0,"1","1","0","0","1","1","1","0",2,2,2,1,1,3,6,9,11,11,469
"470","GP","M",15,"U","GT3","T",4,4,"health","health","other","father",1,1,0,"0","1","1","0","1","1","1","0",5,4,2,1,1,5,0,11,12,12,470
"471","GP","M",15,"U","GT3","T",4,4,"health","health","other","father",1,1,0,"0","1","1","0","1","1","1","0",5,4,2,1,1,5,0,12,15,15,471
"472","GP","M",15,"U","GT3","T",4,4,"health","services","home","mother",1,2,0,"0","1","1","0","0","1","1","0",5,4,2,3,4,5,0,9,11,12,472
"473","GP","M",15,"U","GT3","T",4,4,"health","services","home","mother",1,2,0,"0","1","1","0","0","1","1","0",5,4,2,3,4,5,0,10,11,11,473
"474","GP","M",15,"U","GT3","T",4,4,"other","teacher","reputation","father",2,2,0,"0","1","0","1","1","1","0","0",4,4,3,1,1,2,2,11,13,14,474
"475","GP","M",15,"U","GT3","T",4,4,"other","teacher","reputation","father",2,2,0,"0","1","0","1","1","1","0","0",4,4,3,1,1,2,4,16,15,16,475
"476","GP","M",15,"U","GT3","T",4,4,"services","other","course","mother",1,1,0,"0","1","1","1","0","1","1","0",5,3,3,1,1,5,2,12,13,12,476
"477","GP","M",15,"U","GT3","T",4,4,"services","other","course","mother",1,1,0,"0","1","0","1","0","1","1","0",5,3,3,1,1,5,4,10,13,14,477
"478","GP","M",15,"U","GT3","T",4,4,"services","services","reputation","mother",2,2,0,"0","1","0","1","1","1","1","0",4,3,1,1,1,5,0,17,16,17,478
"479","GP","M",15,"U","GT3","T",4,4,"services","services","reputation","mother",2,2,0,"0","1","0","1","1","1","1","0",4,3,1,1,1,5,2,15,15,15,479
"480","GP","M",15,"U","GT3","T",4,4,"services","teacher","course","father",1,2,0,"0","1","0","1","1","1","1","0",4,3,3,1,1,5,0,14,15,15,480
"481","GP","M",15,"U","GT3","T",4,4,"services","teacher","course","father",1,2,0,"0","1","0","1","1","1","1","0",4,3,3,1,1,5,2,19,18,18,481
"482","GP","M",15,"U","GT3","T",4,4,"teacher","health","reputation","mother",1,2,0,"0","1","0","1","1","1","0","0",3,2,2,1,1,5,4,14,15,15,482
"483","GP","M",15,"U","GT3","T",4,4,"teacher","health","reputation","mother",1,2,0,"0","1","0","1","1","1","0","0",3,2,2,1,1,5,8,15,15,16,483
"484","GP","M",15,"U","LE3","A",2,1,"services","other","course","mother",4,1,0,"0","0","0","0","1","1","1","0",4,5,5,2,5,5,0,12,11,11,484
"485","GP","M",15,"U","LE3","A",2,1,"services","other","course","mother",4,1,3,"0","0","0","0","1","1","1","0",4,5,5,2,5,5,0,8,9,10,485
"486","GP","M",15,"U","LE3","A",3,2,"services","other","home","mother",1,2,0,"0","1","1","0","1","1","1","0",4,2,2,1,1,1,0,16,18,19,486
"487","GP","M",15,"U","LE3","A",3,2,"services","other","home","mother",1,2,0,"0","1","0","0","1","1","1","0",4,2,2,1,1,1,0,15,16,17,487
"488","GP","M",15,"U","LE3","A",4,2,"health","health","other","father",2,1,0,"0","0","0","0","1","1","0","0",5,5,5,3,4,5,4,10,9,9,488
"489","GP","M",15,"U","LE3","A",4,2,"health","health","other","father",2,1,1,"0","0","0","0","1","1","0","0",5,5,5,3,4,5,6,11,11,10,489
"490","GP","M",15,"U","LE3","A",4,4,"teacher","teacher","course","mother",1,1,0,"0","0","0","1","1","1","1","0",5,5,3,1,1,4,4,13,14,14,490
"491","GP","M",15,"U","LE3","A",4,4,"teacher","teacher","course","mother",1,1,0,"0","0","0","1","1","1","1","0",5,5,3,1,1,4,6,18,19,19,491
"492","GP","M",15,"U","LE3","T",1,2,"other","at_home","home","father",1,2,0,"1","1","0","1","1","1","1","0",4,3,2,1,1,5,0,14,13,14,492
"493","GP","M",15,"U","LE3","T",1,2,"other","at_home","home","father",1,2,0,"1","1","0","1","1","1","1","0",4,3,2,1,1,5,2,9,10,9,493
"494","GP","M",15,"U","LE3","T",1,2,"other","other","course","mother",2,1,0,"0","0","0","1","1","1","0","0",4,4,4,2,4,5,2,8,9,10,494
"495","GP","M",15,"U","LE3","T",2,2,"services","health","reputation","mother",1,4,0,"0","1","0","1","1","1","1","0",4,3,4,1,1,4,2,11,12,12,495
"496","GP","M",15,"U","LE3","T",2,2,"services","health","reputation","mother",1,4,0,"0","1","0","1","1","1","1","0",4,3,4,1,1,4,6,11,13,14,496
"497","GP","M",15,"U","LE3","T",2,2,"services","services","home","mother",2,2,0,"0","0","1","1","1","1","1","0",5,3,3,1,3,4,2,13,12,13,497
"498","GP","M",15,"U","LE3","T",2,2,"services","services","home","mother",2,2,0,"0","0","1","1","1","1","1","0",5,3,3,1,3,4,4,15,15,15,498
"499","GP","M",15,"U","LE3","T",3,3,"other","other","course","mother",1,2,0,"0","0","0","1","0","1","1","0",5,3,2,1,1,2,0,8,10,12,499
"500","GP","M",15,"U","LE3","T",3,3,"other","other","course","mother",1,2,0,"0","0","0","1","0","1","1","0",5,3,2,1,1,2,0,13,12,12,500
"501","GP","M",15,"U","LE3","T",4,2,"teacher","other","course","mother",1,1,0,"0","0","0","0","1","1","1","0",3,5,2,1,1,3,10,18,17,18,501
"502","GP","M",15,"U","LE3","T",4,2,"teacher","other","course","mother",1,1,0,"0","0","0","0","1","1","1","0",3,5,2,1,1,3,10,18,19,19,502
"503","GP","M",15,"U","LE3","T",4,3,"teacher","services","home","mother",1,3,0,"0","1","0","1","1","1","1","0",5,4,3,1,1,4,0,14,14,14,503
"504","GP","M",15,"U","LE3","T",4,3,"teacher","services","home","mother",1,3,0,"0","1","0","1","1","1","1","0",5,4,3,1,1,4,2,15,16,18,504
"505","GP","M",15,"U","LE3","T",4,4,"health","services","course","father",1,1,0,"0","1","1","1","1","1","1","0",4,3,3,1,3,5,2,14,14,14,505
"506","GP","M",15,"U","LE3","T",4,4,"health","services","course","father",1,1,0,"0","1","0","1","1","1","1","0",4,3,3,1,3,5,0,12,13,12,506
"507","GP","M",15,"U","LE3","T",4,4,"teacher","other","home","other",1,1,0,"0","1","0","0","0","1","1","1",5,4,3,2,4,5,8,10,11,11,507
"508","GP","M",15,"U","LE3","T",4,4,"teacher","other","home","other",1,1,0,"0","1","0","0","0","1","1","1",5,4,3,2,4,5,8,12,12,12,508
"509","GP","M",16,"R","GT3","A",4,4,"other","teacher","reputation","mother",2,3,0,"0","1","0","1","1","1","1","1",2,4,3,1,1,5,4,13,13,13,509
"510","GP","M",16,"R","GT3","A",4,4,"other","teacher","reputation","mother",2,3,0,"0","1","0","1","1","1","1","1",2,4,3,1,1,5,7,15,16,15,510
"511","GP","M",16,"R","GT3","T",2,1,"other","other","course","mother",2,1,0,"0","0","0","1","0","1","0","0",3,3,2,1,3,3,0,8,9,8,511
"512","GP","M",16,"R","GT3","T",2,1,"other","other","course","mother",2,1,0,"0","0","0","1","0","1","0","0",3,3,2,1,3,3,2,14,13,12,512
"513","GP","M",16,"R","GT3","T",2,2,"at_home","other","course","mother",3,1,0,"0","0","0","0","0","1","0","0",4,2,2,1,2,3,2,17,15,15,513
"514","GP","M",16,"R","GT3","T",2,2,"at_home","other","course","mother",3,1,0,"0","0","0","0","0","1","0","0",4,2,2,1,2,3,4,12,10,11,514
"515","GP","M",16,"R","GT3","T",3,3,"services","services","reputation","mother",1,1,0,"0","1","0","1","1","1","1","0",4,3,2,3,4,5,0,11,10,10,515
"516","GP","M",16,"R","GT3","T",3,3,"services","services","reputation","mother",1,1,0,"0","1","0","1","1","1","1","0",4,3,2,3,4,5,8,8,9,10,516
"517","GP","M",16,"R","GT3","T",4,2,"teacher","services","other","mother",1,1,0,"0","1","0","1","1","1","1","1",4,3,3,3,4,3,8,10,9,11,517
"518","GP","M",16,"R","GT3","T",4,2,"teacher","services","other","mother",1,1,0,"0","1","0","1","1","1","1","1",4,3,3,3,4,3,10,10,8,9,518
"519","GP","M",16,"R","GT3","T",4,3,"services","other","reputation","mother",2,1,0,"1","1","1","1","0","1","1","0",3,3,3,1,1,4,6,9,11,11,519
"520","GP","M",16,"R","GT3","T",4,3,"services","other","reputation","mother",2,1,0,"1","1","0","1","0","1","1","0",3,3,3,1,1,4,2,11,15,15,520
"521","GP","M",16,"R","GT3","T",4,4,"teacher","teacher","course","mother",1,1,0,"0","0","1","1","1","1","1","0",3,5,5,2,5,4,8,18,18,18,521
"522","GP","M",16,"R","GT3","T",4,4,"teacher","teacher","course","mother",1,1,0,"0","0","0","1","1","1","1","0",3,5,5,2,5,4,8,14,14,15,522
